,group id,BrainID,roi id,Count,Total Area,Average Size,%Area,Perim.,ROI um^2,ROI mm^2,#Cell Density/mm^2,Genotype,Sex,Treatment
218,I,10,ACB,70,2590.541,35.126,0.311333333,20.15,743572.689,0.743572689,84.76479149,GG,F,Chronic
219,I,10,AId,23.5,993.908,41.7645,0.5865,22.325,166941.189,0.166941189,144.0555264,GG,F,Chronic
220,I,10,AIv,27,1019.921,37.73533333,0.297666667,21.18933333,358227.9683,0.358227968,78.53241685,GG,F,Chronic
221,I,10,BLA,22.66666667,1068.268667,45.31066667,0.921,22.60633333,121497.935,0.121497935,192.6329987,GG,F,Chronic
222,I,10,BST,50.66666667,2022.26,39.29666667,0.613666667,21.35,338278.3153,0.338278315,152.5232294,GG,F,Chronic
223,I,10,CEA,5,185.4733333,33.38833333,0.050666667,19.91966667,315894.0567,0.315894057,15.04896148,GG,F,Chronic
224,I,10,CLA,13.33333333,609.597,45.91166667,1.268666667,23.52133333,54897.092,0.054897092,268.7574755,GG,F,Chronic
225,I,10,CP,127.5,4975.863,38.1925,0.328,21.34775,1496909.167,1.496909167,86.02439125,GG,F,Chronic
226,I,10,DG,16.33333333,727.5156667,46.00966667,0.693333333,22.61366667,107942.571,0.107942571,159.7685945,GG,F,Chronic
227,I,10,GPe,13.5,375.2595,26.7735,0.115,16.6925,305138.0445,0.305138045,41.79226878,GG,F,Chronic
228,I,10,GPi,12.5,452.8995,35.016,0.2155,19.573,213578.9465,0.213578946,59.24409588,GG,F,Chronic
229,I,10,ILA,21.5,848.135,40.272,0.689,22.7,121336.277,0.121336277,173.1022658,GG,F,Chronic
230,I,10,LH,8.5,345.0665,37.639,1.1895,20.0005,35686.352,0.035686352,289.1963564,GG,F,Chronic
231,I,10,LHA,27,1171.0695,43.285,0.2815,21.838,415833.24,0.41583324,65.18649334,GG,F,Chronic
232,I,10,MH,10.66666667,416.9553333,42.41466667,0.951,22.30166667,43642.293,0.043642293,242.4092358,GG,F,Chronic
233,I,10,PAG,297.3333333,13360.454,44.812,1.108,22.69833333,1226220.703,1.226220703,246.3030816,GG,F,Chronic
234,I,10,PALv,35.66666667,1499.661333,41.31266667,0.363666667,22.516,462186.491,0.462186491,85.88818819,GG,F,Chronic
235,I,10,PL,71.5,2740.2405,38.2705,1.3165,21.796,208688.266,0.208688266,344.3114818,GG,F,Chronic
236,I,10,PVT,93,4254.383,46.468,1.839666667,23.53866667,240755.8137,0.240755814,394.6026609,GG,F,Chronic
237,I,10,SNc,49,2180.324,43.45333333,0.657,22.347,312999.068,0.312999068,149.0811975,GG,F,Chronic
238,I,10,SNr,19.66666667,840.3003333,41.21933333,0.173,21.57633333,454688.3127,0.454688313,40.80767717,GG,F,Chronic
239,I,10,VTA,55,2584.559333,46.352,1.059,23.284,240473.8457,0.240473846,226.8384851,GG,F,Chronic
240,II,1,ACAd,27.6,1101.435,38.2444,0.6062,21.36,207393.4978,0.207393498,150.4130047,GG,F,Chronic
241,II,1,ACAv,36.66666667,1499.942,40.73,0.793,22.99166667,187708.7107,0.187708711,194.0144163,GG,F,Chronic
242,II,1,ACB,29.33333333,1172.075,40.078,0.349666667,22.00666667,368746.2133,0.368746213,85.71973677,GG,F,Chronic
243,II,1,AId,19,690.0913333,34.771,0.326,21.21833333,215637.2777,0.215637278,89.84664503,GG,F,Chronic
244,II,1,AIv,0.666666667,36.32066667,54.481,0.03,27.493,134778.82,0.13477882,5.574340311,GG,F,Chronic
245,II,1,BLA,13,651.313,48.10566667,0.287666667,23.95733333,242126.0153,0.242126015,57.0473983,GG,F,Chronic
246,II,1,BST,20,772.086,38.604,0.231,20.612,333791.509,0.333791509,59.91764158,GG,F,Chronic
247,II,1,CEA,4,179.722,45.50566667,0.064666667,22.65933333,303550.7383,0.303550738,14.62634516,GG,F,Chronic
248,II,1,CLA,4,213.0153333,53.254,0.444666667,25.947,53753.48433,0.053753484,79.58946673,GG,F,Chronic
249,II,1,CP,7.6,246.6666,32.7142,0.0438,19.7012,731125.3144,0.731125314,13.80122237,GG,F,Chronic
250,II,1,DG,16.33333333,786.464,48.57533333,0.229333333,23.787,428398.695,0.428398695,45.80390159,GG,F,Chronic
251,II,1,GPe,1.5,34.5065,20.4885,0.019,15.42,262119.028,0.262119028,7.450810097,GG,F,Chronic
252,II,1,GPi,6,213.51,39.016,0.108,20.4965,269341.7025,0.269341703,30.65746016,GG,F,Chronic
253,II,1,ILA,18.5,861.3865,47.2935,0.4475,23.382,187446.6135,0.187446614,94.93351613,GG,F,Chronic
254,II,1,LH,2,36.663,18.332,0.0895,14.9895,42348.2935,0.042348294,47.86483167,GG,F,Chronic
255,II,1,LHA,37.66666667,1657.757333,43.74966667,0.404333333,22.246,411215.818,0.411215818,91.86221597,GG,F,Chronic
256,II,1,MH,3.333333333,107.8333333,31.056,0.248333333,19.40633333,42019.04267,0.042019043,77.00209269,GG,F,Chronic
257,II,1,PAG,23.66666667,1042.094667,44.07633333,0.309,22.896,321244.211,0.321244211,70.58897713,GG,F,Chronic
258,II,1,PALv,32,1324.193,46.924,0.1815,23.5815,768851.426,0.768851426,44.18858179,GG,F,Chronic
259,II,1,PL,23.5,1111.7045,47.225,0.652,24.3225,195904.4015,0.195904402,138.6127642,GG,F,Chronic
260,II,1,PVT,45,2225.679,49.52,1.108666667,24.52633333,211482.667,0.211482667,224.1668981,GG,F,Chronic
261,II,1,SNc,19.66666667,783.1196667,41.87266667,0.700666667,22.939,116379.9647,0.116379965,177.2522142,GG,F,Chronic
262,II,1,SNr,8.666666667,354.6756667,41.82766667,0.193333333,22.43833333,190989.5587,0.190989559,45.72873141,GG,F,Chronic
263,II,1,VTA,36,1499.1715,41.7905,0.58,22.2515,261108.9435,0.261108944,138.6171712,GG,F,Chronic
264,II,2,ACAd,17,708.2928,40.4868,0.3582,21.9708,207393.4978,0.207393498,85.5649614,GG,F,Chronic
265,II,2,ACAv,22.33333333,908.9966667,38.71966667,0.465666667,21.17833333,187708.7107,0.187708711,115.8160406,GG,F,Chronic
266,II,2,ACB,24.66666667,917.8313333,36.447,0.285,22.266,313394.6233,0.313394623,77.05189645,GG,F,Chronic
267,II,2,AId,31.33333333,1427.300667,45.47633333,0.661333333,23.392,215637.2777,0.215637278,145.3603216,GG,F,Chronic
268,II,2,AIv,6,323.9403333,47.164,0.245666667,24.1875,134778.82,0.13477882,44.28802125,GG,F,Chronic
269,II,2,BLA,14.33333333,688.6953333,48.125,0.289333333,25.53933333,242126.0153,0.242126015,59.88857572,GG,F,Chronic
270,II,2,BST,3,159.593,53.198,0.048,24.714,333791.509,0.333791509,8.987646238,GG,F,Chronic
271,II,2,CEA,10.33333333,431.333,41.875,0.161,21.77533333,303550.7383,0.303550738,37.93078253,GG,F,Chronic
272,II,2,CLA,8.666666667,437.8103333,46.65566667,0.8,24.35366667,53753.48433,0.053753484,159.1120427,GG,F,Chronic
273,II,2,CP,3,143.0586,47.1402,0.0208,23.5158,731125.3144,0.731125314,4.979998844,GG,F,Chronic
274,II,2,DG,10.33333333,508.9733333,46.63533333,0.114,26.748,428398.695,0.428398695,24.63961949,GG,F,Chronic
275,II,2,GPe,4,146.653,36.663,0.089,18.409,165506.862,0.165506862,24.16818222,GG,F,Chronic
276,II,2,GPi,2,79.7965,45.29,0.03,21.7765,269341.7025,0.269341703,6.936635077,GG,F,Chronic
277,II,2,ILA,22.5,967.404,43.838,0.5245,22.593,187446.6135,0.187446614,119.6750532,GG,F,Chronic
278,II,2,LH,1.5,45.29,28.037,0.111,17.193,47118.8385,0.047118839,35.50070128,GG,F,Chronic
279,II,2,LHA,9,342.191,46.44033333,0.085,22.18,411215.818,0.411215818,22.38125294,GG,F,Chronic
280,II,2,MH,0.666666667,14.37766667,21.5665,0.031,15.902,42019.04267,0.042019043,15.47315182,GG,F,Chronic
281,II,2,PAG,29.33333333,1080.895333,34.41266667,0.318333333,20.88033333,321244.211,0.321244211,88.22338153,GG,F,Chronic
282,II,2,PALv,21.5,800.123,36.718,0.102,21.061,768851.426,0.768851426,27.57626047,GG,F,Chronic
283,II,2,PL,23.5,1052.806,45.2535,0.6405,23.53,195904.4015,0.195904402,138.6127642,GG,F,Chronic
284,II,2,PVT,33,1374.515333,41.62866667,0.693,22.849,211482.667,0.211482667,167.4982457,GG,F,Chronic
285,II,2,SNc,7.333333333,308.5773333,46.13966667,0.272666667,25.22966667,114707.5003,0.1147075,65.03877315,GG,F,Chronic
286,II,2,SNr,7,267.3685,39.8935,0.139,21.7725,202244.9645,0.202244964,37.12956696,GG,F,Chronic
287,II,2,VTA,23.33333333,1101.425,47.41333333,0.468333333,25.26833333,242021.9857,0.242021986,98.35977312,GG,F,Chronic
288,II,3,ACAd,36,1659.45825,46.6255,0.7485,24.40975,219887.0313,0.219887031,161.0556961,GG,F,Chronic
289,II,3,ACAv,29,1168.148667,39.42933333,0.615,22.79566667,187708.7107,0.187708711,154.4183331,GG,F,Chronic
290,II,3,ACB,38.33333333,1574.546667,39.72566667,0.384333333,23.698,368746.2133,0.368746213,94.40795683,GG,F,Chronic
291,II,3,AId,17,846.1716667,49.349,0.386333333,24.74166667,215637.2777,0.215637278,77.64244967,GG,F,Chronic
292,II,3,AIv,3.666666667,118.7783333,33.22833333,0.092333333,20.89533333,134778.82,0.13477882,28.10439905,GG,F,Chronic
293,II,3,BLA,16,763.4596667,47.24233333,0.32,23.405,242126.0153,0.242126015,66.70052336,GG,F,Chronic
294,II,3,BST,31,1285.373,41.464,0.385,22.185,333791.509,0.333791509,92.87234445,GG,F,Chronic
295,II,3,CEA,7.666666667,381.011,49.86466667,0.125,25.56766667,303550.7383,0.303550738,24.99208142,GG,F,Chronic
296,II,3,CLA,9,472.1676667,52.70033333,0.930666667,26.037,53753.48433,0.053753484,176.6374778,GG,F,Chronic
297,II,3,CP,5,169.6942,27.054,0.0326,17.399,731125.3144,0.731125314,10.00655461,GG,F,Chronic
298,II,3,DG,12.33333333,713.1373333,59.12233333,0.174333333,26.91,428398.695,0.428398695,29.37467546,GG,F,Chronic
299,II,3,GPe,19.5,657.783,33.732,0.183,18.909,262119.028,0.262119028,54.28905712,GG,F,Chronic
300,II,3,GPi,5,176.8465,35.4055,0.089,19.848,197712.355,0.197712355,25.10344465,GG,F,Chronic
301,II,3,ILA,25,1066.0585,42.956,0.624,22.724,187446.6135,0.187446614,156.928265,GG,F,Chronic
302,II,3,LH,0,0,,0,,42348.2935,0.042348294,0,GG,F,Chronic
303,II,3,LHA,26.33333333,1201.981667,48.73833333,0.294333333,23.729,411215.818,0.411215818,64.51119009,GG,F,Chronic
304,II,3,MH,0.333333333,23.00433333,69.013,0.044,30.588,42019.04267,0.042019043,6.386758421,GG,F,Chronic
305,II,3,PAG,23,1096.462,48.158,0.359666667,23.439,321244.211,0.321244211,73.23371773,GG,F,Chronic
306,II,3,PALv,19.5,718.1695,32.47,0.088,19.0935,768851.426,0.768851426,23.85017801,GG,F,Chronic
307,II,3,PL,17,867.277,51.102,0.5225,24.932,195904.4015,0.195904402,101.7393342,GG,F,Chronic
308,II,3,PVT,67.66666667,3259.441,47.72466667,1.227333333,23.466,266732.1363,0.266732136,254.6756561,GG,F,Chronic
309,II,3,SNc,5,267.586,52.555,0.176333333,25.74766667,145839.248,0.145839248,33.0966057,GG,F,Chronic
310,II,3,SNr,1.333333333,42.509,32.16433333,0.023,20.00666667,186167.3817,0.186167382,7.414686838,GG,F,Chronic
311,II,3,VTA,8.666666667,381.8396667,44.938,0.178666667,23.06233333,240300.007,0.240300007,40.74995909,GG,F,Chronic
312,II,4,ACAd,20,714.682,36.1624,0.3568,21.537,207393.4978,0.207393498,98.98246823,GG,F,Chronic
313,II,4,ACAv,18.33333333,756.8423333,40.56666667,0.405,22.722,187708.7107,0.187708711,98.01994224,GG,F,Chronic
314,II,4,ACB,37,1533.317667,42.11166667,0.398,24.43466667,368746.2133,0.368746213,96.4717361,GG,F,Chronic
315,II,4,AId,34.66666667,1373.310667,39.60166667,0.638666667,21.913,215637.2777,0.215637278,161.0613862,GG,F,Chronic
316,II,4,AIv,4,162.9516667,30.43066667,0.127333333,19.408,134778.82,0.13477882,31.24279566,GG,F,Chronic
317,II,4,BLA,8,434.2086667,53.74666667,0.211,26.58033333,193823.886,0.193823886,39.01505666,GG,F,Chronic
318,II,4,BST,15,608.18,40.545,0.182,34.143,333791.509,0.333791509,44.93823119,GG,F,Chronic
319,II,4,CEA,5,265.9886667,49.61033333,0.101666667,24.34933333,303550.7383,0.303550738,18.70023191,GG,F,Chronic
320,II,4,CLA,6,325.904,54.35433333,0.639,25.74366667,53753.48433,0.053753484,117.1892066,GG,F,Chronic
321,II,4,CP,3,90.6984,29.0628,0.0154,18.0298,731125.3144,0.731125314,4.65970937,GG,F,Chronic
322,II,4,DG,10.33333333,554.982,57.24633333,0.312666667,26.84966667,261559.0137,0.261559014,51.51852021,GG,F,Chronic
323,II,4,GPe,15,504.66,32.67,0.1475,19.663,335085.5085,0.335085509,44.13439146,GG,F,Chronic
324,II,4,GPi,1.5,30.1935,20.129,0.0105,15.091,218355.9615,0.218355961,5.104044918,GG,F,Chronic
325,II,4,ILA,15.5,664.078,42.56,0.3745,24.101,187446.6135,0.187446614,94.72662733,GG,F,Chronic
326,II,4,LH,3.5,118.6165,29.5465,0.262,17.872,42348.2935,0.042348294,79.62074371,GG,F,Chronic
327,II,4,LHA,7.333333333,270.3023333,35.08166667,0.066333333,19.649,411215.818,0.411215818,17.89179724,GG,F,Chronic
328,II,4,MH,0.666666667,38.82,58.23,0.104333333,25.93,42019.04267,0.042019043,17.93034252,GG,F,Chronic
329,II,4,PAG,23,955.9916667,44.78166667,0.273,22.82133333,321244.211,0.321244211,64.57742879,GG,F,Chronic
330,II,4,PALv,6.5,230.7635,60.746,0.0315,26.766,768851.426,0.768851426,9.059314979,GG,F,Chronic
331,II,4,PL,17.5,755.37,46.029,0.4135,26.2235,195904.4015,0.195904402,89.73258112,GG,F,Chronic
332,II,4,PVT,33.66666667,1595.932667,47.08066667,1.154,23.37033333,138371.69,0.13837169,243.798696,GG,F,Chronic
333,II,4,SNc,5,150.7936667,31.83666667,0.131666667,19.765,116379.9647,0.116379965,42.88328275,GG,F,Chronic
334,II,4,SNr,7.333333333,305.564,38.925,0.137666667,22.0565,190989.5587,0.190989559,33.43199619,GG,F,Chronic
335,II,4,VTA,10.66666667,478.9003333,43.01233333,0.213333333,22.398,221714.7323,0.221714732,47.68262946,GG,F,Chronic
336,II,5,ACAd,20.75,898.672,43.08925,0.46475,22.97325,208830.8633,0.208830863,106.7943389,AA,F,Chronic
337,II,5,ACAv,11.5,547.7535,46.312,0.2745,24.4825,196078.1515,0.196078152,58.07887506,AA,F,Chronic
338,II,5,ACB,18,734.7555,41.063,0.2445,23.507,305176.8455,0.305176846,60.17964598,AA,F,Chronic
339,II,5,AId,24,1245.698,51.82333333,0.587333333,25.28133333,215637.2777,0.215637278,113.3115986,AA,F,Chronic
340,II,5,AIv,6.333333333,305.2893333,47.90933333,0.243333333,24.70966667,134778.82,0.13477882,50.4017603,AA,F,Chronic
341,II,5,BLA,6,340.7535,55.95,0.1335,28.6325,256615.2165,0.256615216,23.46046148,AA,F,Chronic
342,II,5,BST,8,327.813,40.977,0.098,22.144,333791.509,0.333791509,23.96705663,AA,F,Chronic
343,II,5,CEA,1.333333333,56.07333333,42.055,0.017333333,20.182,303550.7383,0.303550738,4.275177371,AA,F,Chronic
344,II,5,CLA,8,405.4163333,49.818,0.756666667,24.53133333,53753.48433,0.053753484,155.7642619,AA,F,Chronic
345,II,5,CP,6.75,230.2775,36.29475,0.047,20.19,697838.4268,0.697838427,13.59608482,AA,F,Chronic
346,II,5,DG,7,301.933,61.1055,0.1065,31.1715,287011.267,0.287011267,20.75609581,AA,F,Chronic
347,II,5,GPe,4,64.7,16.175,0.021,13.825,301230.166,0.301230166,13.27888257,AA,F,Chronic
348,II,5,GPi,1,99.207,99.207,0.078,34.238,127286.427,0.127286427,7.8562972,AA,F,Chronic
349,II,5,ILA,11,541.864,49.26,0.459,25.488,117937.848,0.117937848,93.26946512,AA,F,Chronic
350,II,5,LH,0,0,,0,,42348.2935,0.042348294,0,AA,F,Chronic
351,II,5,LHA,4.5,159.5935,35.465,0.04,20.606,409846.335,0.409846335,11.32408893,AA,F,Chronic
352,II,5,MH,0,0,,0,,44438.103,0.044438103,0,AA,F,Chronic
353,II,5,PAG,17.5,895.206,51.3095,0.252,24.6555,362904.6205,0.362904621,48.66710721,AA,F,Chronic
354,II,5,PALv,5,179.0035,31.323,0.0225,19.085,768851.426,0.768851426,6.340384201,AA,F,Chronic
355,II,5,PL,8.5,390.2005,45.1145,0.284,24.52,195904.4015,0.195904402,55.00455035,AA,F,Chronic
356,II,5,PVT,20.5,1015.7895,47.3935,0.651,22.6505,153187.9855,0.153187986,133.027718,AA,F,Chronic
357,II,5,SNc,0.5,7.1615,14.323,0.007,15.451,119255.7775,0.119255778,4.735450416,AA,F,Chronic
358,II,5,SNr,2,109.812,54.906,0.052,23.551,202244.9645,0.202244964,10.14656218,AA,F,Chronic
359,II,5,VTA,10,502.123,50.519,0.216666667,24.758,242021.9857,0.242021986,42.76984613,AA,F,Chronic
360,II,6,ACAd,1.75,88.34725,50.554,0.0445,26.09766667,208830.8633,0.208830863,8.734393061,AA,F,Chronic
361,II,6,ACAv,5,213.5065,41.7195,0.107,22.5725,196078.1515,0.196078152,25.2796095,AA,F,Chronic
362,II,6,ACB,21,650.8256667,31.21466667,0.220333333,20.182,368746.2133,0.368746213,71.90913012,AA,F,Chronic
363,II,6,AId,8.666666667,353.3893333,45.91233333,0.164,22.87766667,215637.2777,0.215637278,40.1128239,AA,F,Chronic
364,II,6,AIv,0.333333333,20.61433333,61.843,0.016333333,28.29,134778.82,0.13477882,2.626695485,AA,F,Chronic
365,II,6,BLA,0.333333333,4.313333333,12.94,0.002,14.182,242126.0153,0.242126015,1.563861442,AA,F,Chronic
366,II,6,BST,0,0,,0,,333791.509,0.333791509,0,AA,F,Chronic
367,II,6,CEA,0.666666667,25.88,38.82,0.010333333,21.7765,303550.7383,0.303550738,2.726892099,AA,F,Chronic
368,II,6,CLA,4,171.787,41.96533333,0.343666667,23.43966667,53753.48433,0.053753484,81.54009761,AA,F,Chronic
369,II,6,CP,0.4,21.0786,52.6965,0.0048,26.805,731125.3144,0.731125314,0.778168159,AA,F,Chronic
370,II,6,DG,4,187.63,41.593,0.035,21.3205,547292.8155,0.547292816,7.504974942,AA,F,Chronic
371,II,6,GPe,1,40.9765,40.977,0.025,21.776,276316.36,0.27631636,6.058782991,AA,F,Chronic
372,II,6,GPi,7.5,325.6565,33.608,0.173,18.4635,189497.614,0.189497614,39.74843067,AA,F,Chronic
373,II,6,ILA,6.5,331.303,51.7935,0.1925,25.5315,187446.6135,0.187446614,36.76451081,AA,F,Chronic
374,II,6,LH,0,0,,0,,42348.2935,0.042348294,0,AA,F,Chronic
375,II,6,LHA,35.5,1686.513,47.4915,0.4115,23.179,409846.335,0.409846335,86.66087099,AA,F,Chronic
376,II,6,MH,0,0,,0,,42019.04267,0.042019043,0,AA,F,Chronic
377,II,6,PAG,5.666666667,252.4496667,44.66966667,0.085333333,22.60966667,321244.211,0.321244211,18.37042717,AA,F,Chronic
378,II,6,PALv,1,34.5065,34.507,0.004,18.839,768851.426,0.768851426,1.207571987,AA,F,Chronic
379,II,6,PL,7.5,350.4445,45.973,0.248,23.764,195904.4015,0.195904402,51.45216792,AA,F,Chronic
380,II,6,PVT,11.33333333,577.9866667,48.973,0.409333333,22.79533333,173831.5923,0.173831592,79.34549752,AA,F,Chronic
381,II,6,SNc,1.333333333,32.65266667,23.5155,0.025333333,16.1915,116379.9647,0.116379965,10.53613228,AA,F,Chronic
382,II,6,SNr,6.666666667,247.0506667,34.689,0.141,19.94066667,190989.5587,0.190989559,37.68374903,AA,F,Chronic
383,II,6,VTA,13,544.369,41.79233333,0.228,22.09766667,242021.9857,0.242021986,54.48039144,AA,F,Chronic
384,II,7,ACAd,10.25,371.56075,33.96175,0.20325,20.26575,208830.8633,0.208830863,53.86821446,AA,F,Chronic
385,II,7,ACAv,8,354.862,42.7505,0.1775,23.4285,196078.1515,0.196078152,40.31892162,AA,F,Chronic
386,II,7,ACB,10.66666667,345.5363333,30.78533333,0.092666667,19.95933333,368746.2133,0.368746213,29.48533335,AA,F,Chronic
387,II,7,AId,24.66666667,972.8026667,39.47333333,0.453333333,22.265,215637.2777,0.215637278,114.6807222,AA,F,Chronic
388,II,7,AIv,2.666666667,80.49433333,25.5225,0.070333333,17.6875,134778.82,0.13477882,22.93925992,AA,F,Chronic
389,II,7,BLA,5.5,202.7265,37.095,0.079,21.331,256615.2165,0.256615216,21.47570563,AA,F,Chronic
390,II,7,BST,3,60.387,20.129,0.018,21.371,333791.509,0.333791509,8.987646238,AA,F,Chronic
391,II,7,CEA,4.333333333,165.3446667,38.35766667,0.057666667,20.43566667,303550.7383,0.303550738,15.35113358,AA,F,Chronic
392,II,7,CLA,13,651.807,51.26333333,1.213666667,26.00466667,53753.48433,0.053753484,240.3764673,AA,F,Chronic
393,II,7,CP,9.2,289.8494,26.618,0.043,17.816,731125.3144,0.731125314,13.82278608,AA,F,Chronic
394,II,7,DG,7,282.5235,40.078,0.052,22.6625,547292.8155,0.547292816,12.86778037,AA,F,Chronic
395,II,7,GPe,9.5,329.97,33.4645,0.1145,19.4085,257579.2465,0.257579246,33.70337838,AA,F,Chronic
396,II,7,GPi,2.5,97.05,35.9445,0.0715,22.224,156990.1875,0.156990188,17.23612851,AA,F,Chronic
397,II,7,ILA,12,574.2575,47.86,0.3445,23.631,187446.6135,0.187446614,71.93095335,AA,F,Chronic
398,II,7,LH,0,0,,0,,42348.2935,0.042348294,0,AA,F,Chronic
399,II,7,LHA,9,424.1443333,46.05133333,0.102333333,23.90466667,411215.818,0.411215818,21.78539886,AA,F,Chronic
400,II,7,MH,0.333333333,11.50233333,34.507,0.022,22.993,42019.04267,0.042019043,6.386758421,AA,F,Chronic
401,II,7,PAG,15.66666667,654.796,43.90466667,0.2,22.38766667,321244.211,0.321244211,47.07797272,AA,F,Chronic
402,II,7,PALv,2,120.773,60.387,0.017,26.538,709594.871,0.709594871,2.818509662,AA,F,Chronic
403,II,7,PL,4.5,214.979,47.5605,0.127,25.313,195904.4015,0.195904402,27.01207636,AA,F,Chronic
404,II,7,PVT,52,2106.343667,39.60866667,0.689,21.05933333,298918.2197,0.29891822,171.79838,AA,F,Chronic
405,II,7,SNc,5,231.56,32.0945,0.218,20.7155,119255.7775,0.119255778,46.38057402,AA,F,Chronic
406,II,7,SNr,1,33.421,37.0015,0.017,19.9535,190989.5587,0.190989559,5.342714312,AA,F,Chronic
407,II,7,VTA,8.666666667,431.2846667,49.20266667,0.193333333,23.09933333,242021.9857,0.242021986,37.78141509,AA,F,Chronic
408,II,8,ACAd,6,246.9982,37.7318,0.122,21.5754,207393.4978,0.207393498,29.8226885,AA,F,Chronic
409,II,8,ACAv,11,502.5983333,46.20366667,0.277333333,23.554,187708.7107,0.187708711,60.93760017,AA,F,Chronic
410,II,8,ACB,32.66666667,1237.845,37.53933333,0.326,22.178,368746.2133,0.368746213,85.23184984,AA,F,Chronic
411,II,8,AId,12.66666667,406.398,32.35266667,0.188666667,19.60133333,215637.2777,0.215637278,58.5336786,AA,F,Chronic
412,II,8,AIv,5.666666667,195.3456667,36.8115,0.167333333,21.1605,134778.82,0.13477882,48.82616467,AA,F,Chronic
413,II,8,BLA,7.666666667,370.9463333,47.46933333,0.158666667,24.053,242126.0153,0.242126015,32.26630611,AA,F,Chronic
414,II,8,BST,7,306.247,43.75,0.092,22.298,333791.509,0.333791509,20.97117455,AA,F,Chronic
415,II,8,CEA,1.5,69.0135,46.3685,0.0285,22.689,244514.1635,0.244514164,6.110830115,AA,F,Chronic
416,II,8,CLA,4.333333333,220.8686667,50.88166667,0.436333333,24.84766667,53753.48433,0.053753484,84.43366606,AA,F,Chronic
417,II,8,CP,1.8,72.8386,36.9755,0.0126,23.303,731125.3144,0.731125314,3.406830477,AA,F,Chronic
418,II,8,DG,7.666666667,347.942,51.44033333,0.079333333,26.08733333,427702.8107,0.427702811,16.6543289,AA,F,Chronic
419,II,8,GPe,3,107.8335,35.944,0.03,20.713,262119.028,0.262119028,8.352162634,AA,F,Chronic
420,II,8,GPi,4,150.9665,37.742,0.08,21.866,162679.4725,0.162679473,21.25893635,AA,F,Chronic
421,II,8,ILA,11.5,528.612,46.4645,0.3065,24.1705,187446.6135,0.187446614,65.3977742,AA,F,Chronic
422,II,8,LH,0,0,,0,,42348.2935,0.042348294,0,AA,F,Chronic
423,II,8,LHA,55,2622.506,46.492,0.644,23.18733333,411215.818,0.411215818,134.6698407,AA,F,Chronic
424,II,8,MH,0,0,,0,,42019.04267,0.042019043,0,AA,F,Chronic
425,II,8,PAG,4.666666667,258.444,48.37466667,0.071666667,23.44766667,321244.211,0.321244211,13.13676728,AA,F,Chronic
426,II,8,PALv,44,1479.4725,33.4335,0.1855,20.702,768851.426,0.768851426,55.25083729,AA,F,Chronic
427,II,8,PL,0.5,35.339,70.678,0.0125,30.128,195904.4015,0.195904402,1.776191217,AA,F,Chronic
428,II,8,PVT,24,1115.715,44.246,0.545333333,22.47566667,197481.5913,0.197481591,119.104256,AA,F,Chronic
429,II,8,SNc,2.666666667,60.27766667,22.604,0.050333333,15.3805,116379.9647,0.116379965,22.08308766,AA,F,Chronic
430,II,8,SNr,1.333333333,30.238,21.485,0.016666667,16.944,190989.5587,0.190989559,7.303241232,AA,F,Chronic
431,II,8,VTA,18.66666667,755.3663333,41.79566667,0.303666667,22.19633333,242021.9857,0.242021986,75.84197231,AA,F,Chronic
432,III,1,ACAd,11.6,444.8608,38.0254,0.3298,21.7764,131585.6314,0.131585631,87.2196599,AA,F,Acute
433,III,1,ACAv,29,1121.030333,37.709,0.583333333,22.40766667,189126.195,0.189126195,152.5524676,AA,F,Acute
434,III,1,ACB,5.333333333,192.401,38.44766667,0.034333333,21.48566667,549608.985,0.549608985,10.37632007,AA,F,Acute
435,III,1,AId,11,555.116,50.465,0.3965,26.139,140317.7095,0.14031771,78.61350957,AA,F,Acute
436,III,1,AIv,7,353.389,50.484,0.18,24.952,196060.482,0.196060482,35.70326834,AA,F,Acute
437,III,1,BLA,53.66666667,2018.639667,38.566,1.105333333,21.31033333,172642.5503,0.17264255,296.4877868,AA,F,Acute
438,III,1,BST,3,232.92,77.64,0.07,34.168,330698.85,0.33069885,9.071697709,AA,F,Acute
439,III,1,CEA,24,816.6576667,38.45266667,0.379333333,21.14866667,210926.247,0.210926247,109.5755157,AA,F,Acute
440,III,1,CLA,7.666666667,390.692,48.06533333,0.528333333,24.90433333,69121.01867,0.069121019,106.0447485,AA,F,Acute
441,III,1,CP,2,60.5646,31.3768,0.0094,19.6174,770404.063,0.770404063,3.12205597,AA,F,Acute
442,III,1,DG,12,632.6223333,57.21033333,0.189,27.11366667,394629.619,0.394629619,36.98017048,AA,F,Acute
443,III,1,GPe,6,150.9665,25.264,0.078,17.4445,211836.3605,0.211836361,31.17600366,AA,F,Acute
444,III,1,GPi,9,340.753,28.1635,0.249,17.108,165319.2315,0.165319232,65.0980466,AA,F,Acute
445,III,1,ILA,27.5,1256.0055,46.7725,0.6845,23.7855,186548.415,0.186548415,150.0516764,AA,F,Acute
446,III,1,LH,3,92.737,35.585,0.228,19.7885,40933.5205,0.040933521,77.44193639,AA,F,Acute
447,III,1,LHA,8.666666667,424.1443333,46.89166667,0.101,22.64866667,449331.2953,0.449331295,20.50394506,AA,F,Acute
448,III,1,MH,0,0,,0,,35045.82233,0.035045822,0,AA,F,Acute
